software_name,cert_type,cert_id,cert_vendor,cert_product,pqc_algorithms,certification_level,status,cert_date,cert_link
Thales CipherTrust Cloud Key Manager,Common Criteria,cc-quantum-ias-v1-0-0-a-and-moc-server-v3-1-1-on-multiapp-v5-2-premium-pqcversions-1-0-0-a--q-ias--et-3-1-1--moc-server---anssi-cc-2026-03--kmz3,THALES DIS FRANCE SA (Scheme: FR),Quantum IAS v1.0.0.A and MOC Server v3.1.1 on MultiApp V5.2 Premium PQCVersions 1.0.0.A (Q-IAS) et 3.1.1 (MOC server) (ANSSI-CC-2026/03),"ML-KEM, ML-DSA","EAL5+,ALC_DVS.2,AVA_VAN.5",Active,2026-02-05,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2026-03-cible.pdf
Thales CipherTrust Cloud Key Manager,FIPS 140-3,4430,Thales,Thales CipherTrust Manager Core Security Module,ML-KEM,FIPS 140-3 L3,Active,2023-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4430
Thales CipherTrust Cloud Key Manager,FIPS 140-3,4429,Thales,Thales CipherTrust Cryptographic Provider (CCP),ML-KEM,FIPS 140-3 L3,Active,2023-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4429
Thales CipherTrust Cloud Key Manager,FIPS 140-3,4740,Thales,CipherTrust Transparent Encryption Cryptographic Module,ML-KEM,FIPS 140-3 L3,Active,2024-07-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4740
Thales CipherTrust Data Discovery and Classification,ACVP,A7358,Thales,Thales Luna K7 Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2025-09-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20110
Thales CipherTrust Data Discovery and Classification,ACVP,A7457,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20235
Thales CipherTrust Data Discovery and Classification,ACVP,A7458,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20236
Thales CipherTrust Data Discovery and Classification,ACVP,A7879,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20680
Thales CipherTrust Data Discovery and Classification,ACVP,A7880,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20679
Thales CipherTrust Data Discovery and Classification,Common Criteria,cc-multiapp-5-2-premium-pqc--version-5-2--anssi-cc-2025-32--p5wh,THALES DIS FRANCE SA (Scheme: FR),MultiApp 5.2 Premium PQC (version 5.2)(ANSSI-CC-2025/32),"ML-KEM, ML-DSA","EAL6+,ALC_FLR.1",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-CC-2025_32en.pdf
Thales CipherTrust Data Discovery and Classification,Common Criteria,cc-multiapp-5-2-premium-pqc-gp-se-version-5-2---anssi-cc-2025-30--zkpf,THALES DIS FRANCE SA (Scheme: FR),MultiApp 5.2 Premium PQC GP-SE(version 5.2) (ANSSI-CC-2025/30),"ML-KEM, ML-DSA","EAL6+,ALC_FLR.1",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-CC-2025_30en.pdf
Thales CipherTrust Data Discovery and Classification,Common Criteria,cc-trusted-security-filter--tsf--401-huou,Thales Norway AS (Scheme: NO),Trusted Security Filter (TSF) 401,SPHINCS+,"EAL5+,ALC_FLR.3",Active,2025-12-16,https://www.commoncriteriaportal.org/files/epfiles/3AQ 33330 AAAB 938 Security Target Lite TSF 401 Ed. 001.pdf
Thales CipherTrust Data Discovery and Classification,Common Criteria,cc-quantum-ias-v1-0-0-a-and-moc-server-v3-1-1-on-multiapp-v5-2-premium-pqcversions-1-0-0-a--q-ias--et-3-1-1--moc-server---anssi-cc-2026-03--kmz3,THALES DIS FRANCE SA (Scheme: FR),Quantum IAS v1.0.0.A and MOC Server v3.1.1 on MultiApp V5.2 Premium PQCVersions 1.0.0.A (Q-IAS) et 3.1.1 (MOC server) (ANSSI-CC-2026/03),"ML-KEM, ML-DSA","EAL5+,ALC_DVS.2,AVA_VAN.5",Active,2026-02-05,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2026-03-cible.pdf
Thales CipherTrust Data Discovery and Classification,FIPS 140-3,4430,Thales,Thales CipherTrust Manager Core Security Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4430
Thales CipherTrust Data Discovery and Classification,FIPS 140-3,4429,Thales,Thales CipherTrust Cryptographic Provider (CCP),No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2023-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4429
Thales CipherTrust Data Discovery and Classification,FIPS 140-3,4740,Thales,CipherTrust Transparent Encryption Cryptographic Module,No PQC Mechanisms Detected,FIPS 140-3 L3,Active,2024-07-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4740
Thales CipherTrust Data Security Platform,ACVP,A7358,Thales,Thales Luna K7 Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2025-09-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20110
Thales CipherTrust Data Security Platform,ACVP,A7457,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20235
Thales CipherTrust Data Security Platform,ACVP,A7458,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20236
Thales CipherTrust Data Security Platform,ACVP,A7879,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20680
Thales CipherTrust Data Security Platform,ACVP,A7880,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20679
Thales CipherTrust Data Security Platform,Common Criteria,cc-multiapp-5-2-premium-pqc--version-5-2--anssi-cc-2025-32--p5wh,THALES DIS FRANCE SA (Scheme: FR),MultiApp 5.2 Premium PQC (version 5.2)(ANSSI-CC-2025/32),"ML-KEM, ML-DSA","EAL6+,ALC_FLR.1",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-CC-2025_32en.pdf
Thales CipherTrust Data Security Platform,Common Criteria,cc-multiapp-5-2-premium-pqc-gp-se-version-5-2---anssi-cc-2025-30--zkpf,THALES DIS FRANCE SA (Scheme: FR),MultiApp 5.2 Premium PQC GP-SE(version 5.2) (ANSSI-CC-2025/30),"ML-KEM, ML-DSA","EAL6+,ALC_FLR.1",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-CC-2025_30en.pdf
Thales CipherTrust Data Security Platform,Common Criteria,cc-trusted-security-filter--tsf--401-huou,Thales Norway AS (Scheme: NO),Trusted Security Filter (TSF) 401,SPHINCS+,"EAL5+,ALC_FLR.3",Active,2025-12-16,https://www.commoncriteriaportal.org/files/epfiles/3AQ 33330 AAAB 938 Security Target Lite TSF 401 Ed. 001.pdf
Thales CipherTrust Data Security Platform,Common Criteria,cc-quantum-ias-v1-0-0-a-and-moc-server-v3-1-1-on-multiapp-v5-2-premium-pqcversions-1-0-0-a--q-ias--et-3-1-1--moc-server---anssi-cc-2026-03--kmz3,THALES DIS FRANCE SA (Scheme: FR),Quantum IAS v1.0.0.A and MOC Server v3.1.1 on MultiApp V5.2 Premium PQCVersions 1.0.0.A (Q-IAS) et 3.1.1 (MOC server) (ANSSI-CC-2026/03),"ML-KEM, ML-DSA","EAL5+,ALC_DVS.2,AVA_VAN.5",Active,2026-02-05,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2026-03-cible.pdf
Thales CipherTrust Data Security Platform,FIPS 140-3,4430,Thales,Thales CipherTrust Manager Core Security Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2023-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4430
Thales CipherTrust Data Security Platform,FIPS 140-3,4429,Thales,Thales CipherTrust Cryptographic Provider (CCP),ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2023-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4429
Thales CipherTrust Data Security Platform,FIPS 140-3,4740,Thales,CipherTrust Transparent Encryption Cryptographic Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2024-07-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4740
Thales CipherTrust Manager,ACVP,A7358,Thales,Thales Luna K7 Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2025-09-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20110
Thales CipherTrust Manager,ACVP,A7457,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20235
Thales CipherTrust Manager,ACVP,A7458,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20236
Thales CipherTrust Manager,ACVP,A7879,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20680
Thales CipherTrust Manager,ACVP,A7880,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20679
Thales CipherTrust Manager,Common Criteria,cc-multiapp-5-2-premium-pqc--version-5-2--anssi-cc-2025-32--p5wh,THALES DIS FRANCE SA (Scheme: FR),MultiApp 5.2 Premium PQC (version 5.2)(ANSSI-CC-2025/32),"ML-KEM, ML-DSA","EAL6+,ALC_FLR.1",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-CC-2025_32en.pdf
Thales CipherTrust Manager,Common Criteria,cc-multiapp-5-2-premium-pqc-gp-se-version-5-2---anssi-cc-2025-30--zkpf,THALES DIS FRANCE SA (Scheme: FR),MultiApp 5.2 Premium PQC GP-SE(version 5.2) (ANSSI-CC-2025/30),"ML-KEM, ML-DSA","EAL6+,ALC_FLR.1",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-CC-2025_30en.pdf
Thales CipherTrust Manager,Common Criteria,cc-trusted-security-filter--tsf--401-huou,Thales Norway AS (Scheme: NO),Trusted Security Filter (TSF) 401,SPHINCS+,"EAL5+,ALC_FLR.3",Active,2025-12-16,https://www.commoncriteriaportal.org/files/epfiles/3AQ 33330 AAAB 938 Security Target Lite TSF 401 Ed. 001.pdf
Thales CipherTrust Manager,Common Criteria,cc-quantum-ias-v1-0-0-a-and-moc-server-v3-1-1-on-multiapp-v5-2-premium-pqcversions-1-0-0-a--q-ias--et-3-1-1--moc-server---anssi-cc-2026-03--kmz3,THALES DIS FRANCE SA (Scheme: FR),Quantum IAS v1.0.0.A and MOC Server v3.1.1 on MultiApp V5.2 Premium PQCVersions 1.0.0.A (Q-IAS) et 3.1.1 (MOC server) (ANSSI-CC-2026/03),"ML-KEM, ML-DSA","EAL5+,ALC_DVS.2,AVA_VAN.5",Active,2026-02-05,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2026-03-cible.pdf
Thales CipherTrust Manager,FIPS 140-3,4430,Thales,Thales CipherTrust Manager Core Security Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2023-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4430
Thales CipherTrust Manager,FIPS 140-3,4429,Thales,Thales CipherTrust Cryptographic Provider (CCP),ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2023-01-27,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4429
Thales CipherTrust Manager,FIPS 140-3,4740,Thales,CipherTrust Transparent Encryption Cryptographic Module,ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2024-07-26,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4740
Thales High Speed Encryptor (HSE),ACVP,A7358,Thales,Thales Luna K7 Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2025-09-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20110
Thales High Speed Encryptor (HSE),ACVP,A7457,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20235
Thales High Speed Encryptor (HSE),ACVP,A7458,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20236
Thales High Speed Encryptor (HSE),ACVP,A7879,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20680
Thales High Speed Encryptor (HSE),ACVP,A7880,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20679
Thales High Speed Encryptor (HSE),Common Criteria,cc-multiapp-5-2-premium-pqc--version-5-2--anssi-cc-2025-32--p5wh,THALES DIS FRANCE SA (Scheme: FR),MultiApp 5.2 Premium PQC (version 5.2)(ANSSI-CC-2025/32),"ML-KEM, ML-DSA","EAL6+,ALC_FLR.1",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-CC-2025_32en.pdf
Thales High Speed Encryptor (HSE),Common Criteria,cc-multiapp-5-2-premium-pqc-gp-se-version-5-2---anssi-cc-2025-30--zkpf,THALES DIS FRANCE SA (Scheme: FR),MultiApp 5.2 Premium PQC GP-SE(version 5.2) (ANSSI-CC-2025/30),"ML-KEM, ML-DSA","EAL6+,ALC_FLR.1",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-CC-2025_30en.pdf
Thales High Speed Encryptor (HSE),Common Criteria,cc-trusted-security-filter--tsf--401-huou,Thales Norway AS (Scheme: NO),Trusted Security Filter (TSF) 401,SPHINCS+,"EAL5+,ALC_FLR.3",Active,2025-12-16,https://www.commoncriteriaportal.org/files/epfiles/3AQ 33330 AAAB 938 Security Target Lite TSF 401 Ed. 001.pdf
Thales High Speed Encryptor (HSE),Common Criteria,cc-quantum-ias-v1-0-0-a-and-moc-server-v3-1-1-on-multiapp-v5-2-premium-pqcversions-1-0-0-a--q-ias--et-3-1-1--moc-server---anssi-cc-2026-03--kmz3,THALES DIS FRANCE SA (Scheme: FR),Quantum IAS v1.0.0.A and MOC Server v3.1.1 on MultiApp V5.2 Premium PQCVersions 1.0.0.A (Q-IAS) et 3.1.1 (MOC server) (ANSSI-CC-2026/03),"ML-KEM, ML-DSA","EAL5+,ALC_DVS.2,AVA_VAN.5",Active,2026-02-05,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2026-03-cible.pdf
Thales High Speed Encryptor (HSE),FIPS 140-3,4209,"Senetas Corporation Ltd., distributed by Thales SA (SafeNet)",CN6000 Series Encryptors,FN-DSA; ML-DSA; ML-KEM; SLH-DSA,FIPS 140-3 L3,Active,2022-04-29,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4209
Thales High Speed Encryptor (HSE),FIPS 140-3,4869,"Senetas Corporation Ltd, distributed by Thales SA (SafeNet)",CN Series Encryptors,FN-DSA; ML-DSA; ML-KEM; SLH-DSA,FIPS 140-3 L3,Active,2024-11-06,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4869
Thales Luna Cloud HSM (DPoD),ACVP,A7358,Thales,Thales Luna K7 Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2025-09-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20110
Thales Luna Cloud HSM (DPoD),ACVP,A7457,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20235
Thales Luna Cloud HSM (DPoD),ACVP,A7458,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20236
Thales Luna Cloud HSM (DPoD),ACVP,A7879,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20680
Thales Luna Cloud HSM (DPoD),ACVP,A7880,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20679
Thales Luna Cloud HSM (DPoD),Common Criteria,cc-multiapp-5-2-premium-pqc--version-5-2--anssi-cc-2025-32--p5wh,THALES DIS FRANCE SA (Scheme: FR),MultiApp 5.2 Premium PQC (version 5.2)(ANSSI-CC-2025/32),"ML-KEM, ML-DSA","EAL6+,ALC_FLR.1",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-CC-2025_32en.pdf
Thales Luna Cloud HSM (DPoD),Common Criteria,cc-multiapp-5-2-premium-pqc-gp-se-version-5-2---anssi-cc-2025-30--zkpf,THALES DIS FRANCE SA (Scheme: FR),MultiApp 5.2 Premium PQC GP-SE(version 5.2) (ANSSI-CC-2025/30),"ML-KEM, ML-DSA","EAL6+,ALC_FLR.1",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-CC-2025_30en.pdf
Thales Luna Cloud HSM (DPoD),Common Criteria,cc-trusted-security-filter--tsf--401-huou,Thales Norway AS (Scheme: NO),Trusted Security Filter (TSF) 401,SPHINCS+,"EAL5+,ALC_FLR.3",Active,2025-12-16,https://www.commoncriteriaportal.org/files/epfiles/3AQ 33330 AAAB 938 Security Target Lite TSF 401 Ed. 001.pdf
Thales Luna Cloud HSM (DPoD),Common Criteria,cc-quantum-ias-v1-0-0-a-and-moc-server-v3-1-1-on-multiapp-v5-2-premium-pqcversions-1-0-0-a--q-ias--et-3-1-1--moc-server---anssi-cc-2026-03--kmz3,THALES DIS FRANCE SA (Scheme: FR),Quantum IAS v1.0.0.A and MOC Server v3.1.1 on MultiApp V5.2 Premium PQCVersions 1.0.0.A (Q-IAS) et 3.1.1 (MOC server) (ANSSI-CC-2026/03),"ML-KEM, ML-DSA","EAL5+,ALC_DVS.2,AVA_VAN.5",Active,2026-02-05,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2026-03-cible.pdf
Thales Luna Cloud HSM (DPoD),FIPS 140-3,3898,Thales Trusted Cyber Technologies,Luna T7 Cryptographic Module,LMS; ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2021-04-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3898
Thales Luna Cloud HSM (DPoD),FIPS 140-3,4195,Thales,Thales Luna Backup HSM Cryptographic Module,LMS; ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2022-04-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4195
Thales Luna Cloud HSM (DPoD),FIPS 140-3,4684,Thales,Thales Luna K7 Cryptographic Module,LMS; ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2024-04-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4684
Thales Luna Cloud HSM (DPoD),FIPS 140-3,4962,Thales,Thales Luna G7 Cryptographic Module,LMS; ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2025-02-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4962
Thales Luna HSM,ACVP,A7358,Thales,Thales Luna K7 Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2025-09-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20110
Thales Luna HSM,ACVP,A7457,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20235
Thales Luna HSM,ACVP,A7458,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20236
Thales Luna HSM,ACVP,A7879,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20680
Thales Luna HSM,ACVP,A7880,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20679
Thales Luna HSM,FIPS 140-3,4684,Thales,Thales Luna K7 Cryptographic Module,LMS; ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2024-04-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4684
Thales Luna T-Series HSM,ACVP,A7358,Thales,Thales Luna K7 Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2025-09-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20110
Thales Luna T-Series HSM,ACVP,A7457,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20235
Thales Luna T-Series HSM,ACVP,A7458,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20236
Thales Luna T-Series HSM,ACVP,A7879,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20680
Thales Luna T-Series HSM,ACVP,A7880,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20679
Thales Luna T-Series HSM,FIPS 140-3,3898,Thales Trusted Cyber Technologies,Luna T7 Cryptographic Module,FN-DSA; LMS; ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2021-04-17,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/3898
Thales Luna T-Series HSM,FIPS 140-3,4195,Thales,Thales Luna Backup HSM Cryptographic Module,FN-DSA; LMS; ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2022-04-14,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4195
Thales Luna T-Series HSM,FIPS 140-3,4684,Thales,Thales Luna K7 Cryptographic Module,FN-DSA; LMS; ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2024-04-02,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4684
Thales Luna T-Series HSM,FIPS 140-3,4962,Thales,Thales Luna G7 Cryptographic Module,FN-DSA; LMS; ML-DSA; ML-KEM,FIPS 140-3 L3,Active,2025-02-07,https://csrc.nist.gov/projects/cryptographic-module-validation-program/certificate/4962
Thales MISTRAL Encryptor,ACVP,A7358,Thales,Thales Luna K7 Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2025-09-02,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20110
Thales MISTRAL Encryptor,ACVP,A7457,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20235
Thales MISTRAL Encryptor,ACVP,A7458,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,LMS,,Active,2025-09-29,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20236
Thales MISTRAL Encryptor,ACVP,A7879,Thales Trusted Cyber Technologies,Luna T7 Firmware Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20680
Thales MISTRAL Encryptor,ACVP,A7880,Thales Trusted Cyber Technologies,Luna T7 Hybrid (HW/FW) Cryptographic Library,"LMS, ML-DSA, ML-KEM",,Active,2026-01-16,https://csrc.nist.gov/projects/cryptographic-algorithm-validation-program/details?product=20679
Thales MISTRAL Encryptor,Common Criteria,cc-multiapp-5-2-premium-pqc--version-5-2--anssi-cc-2025-32--p5wh,THALES DIS FRANCE SA (Scheme: FR),MultiApp 5.2 Premium PQC (version 5.2)(ANSSI-CC-2025/32),"ML-KEM, ML-DSA","EAL6+,ALC_FLR.1",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-CC-2025_32en.pdf
Thales MISTRAL Encryptor,Common Criteria,cc-multiapp-5-2-premium-pqc-gp-se-version-5-2---anssi-cc-2025-30--zkpf,THALES DIS FRANCE SA (Scheme: FR),MultiApp 5.2 Premium PQC GP-SE(version 5.2) (ANSSI-CC-2025/30),"ML-KEM, ML-DSA","EAL6+,ALC_FLR.1",Active,2025-09-29,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-cible-CC-2025_30en.pdf
Thales MISTRAL Encryptor,Common Criteria,cc-trusted-security-filter--tsf--401-huou,Thales Norway AS (Scheme: NO),Trusted Security Filter (TSF) 401,SPHINCS+,"EAL5+,ALC_FLR.3",Active,2025-12-16,https://www.commoncriteriaportal.org/files/epfiles/3AQ 33330 AAAB 938 Security Target Lite TSF 401 Ed. 001.pdf
Thales MISTRAL Encryptor,Common Criteria,cc-quantum-ias-v1-0-0-a-and-moc-server-v3-1-1-on-multiapp-v5-2-premium-pqcversions-1-0-0-a--q-ias--et-3-1-1--moc-server---anssi-cc-2026-03--kmz3,THALES DIS FRANCE SA (Scheme: FR),Quantum IAS v1.0.0.A and MOC Server v3.1.1 on MultiApp V5.2 Premium PQCVersions 1.0.0.A (Q-IAS) et 3.1.1 (MOC server) (ANSSI-CC-2026/03),"ML-KEM, ML-DSA","EAL5+,ALC_DVS.2,AVA_VAN.5",Active,2026-02-05,https://www.commoncriteriaportal.org/files/epfiles/ANSSI-CC-2026-03-cible.pdf
